timestamp,open,high,low,close,volume
2025-04-02 16:00:00,604.62,607.87,601.82,605.71,54448.153
2025-04-02 20:00:00,605.72,614.0,584.85,590.68,87949.358
2025-04-03 00:00:00,590.67,610.58,588.2,601.33,90160.239
2025-04-03 04:00:00,601.34,609.34,598.71,600.01,128142.917
2025-04-03 08:00:00,600.0,602.2,592.61,593.19,154622.001
2025-04-03 12:00:00,593.2,594.38,578.46,586.25,89894.602
2025-04-03 16:00:00,586.25,590.0,585.79,588.4,26196.212
2025-04-03 20:00:00,588.41,593.28,587.73,592.67,18912.543
2025-04-04 00:00:00,592.68,594.51,589.0,593.18,21402.388
2025-04-04 04:00:00,593.18,599.06,591.29,598.3,19509.903
2025-04-04 08:00:00,598.31,599.85,585.0,588.86,47566.714
2025-04-04 12:00:00,588.85,597.6,585.64,593.67,50117.845
2025-04-04 16:00:00,593.67,599.48,592.0,597.18,24630.061
2025-04-04 20:00:00,597.19,600.0,596.2,597.71,13918.494
2025-04-05 00:00:00,597.71,599.0,594.89,596.12,15198.904
2025-04-05 04:00:00,596.12,597.23,593.01,595.65,15966.92
2025-04-05 08:00:00,595.64,598.52,595.43,596.92,12144.522
2025-04-05 12:00:00,596.92,597.3,590.79,591.82,20871.999
2025-04-05 16:00:00,591.81,593.66,590.8,590.98,9511.538
2025-04-05 20:00:00,590.99,594.53,588.71,593.13,12244.196
2025-04-06 00:00:00,593.13,593.78,590.16,591.87,14262.96
2025-04-06 04:00:00,591.87,593.47,590.16,590.31,31388.941
2025-04-06 08:00:00,590.31,590.7,587.1,589.11,20505.208
2025-04-06 12:00:00,589.11,589.16,579.19,581.24,36448.886
2025-04-06 16:00:00,581.24,581.24,552.02,558.81,142264.848
2025-04-06 20:00:00,558.8,560.22,544.17,555.54,87385.422
2025-04-07 00:00:00,555.55,565.64,546.49,550.18,77898.082
2025-04-07 04:00:00,550.17,553.74,520.0,530.1,201008.528
2025-04-07 08:00:00,530.08,548.6,529.14,540.0,174058.896
