Date,Open,High,Low,Close,Volume
2023-01-01,2000.0,2008.0077,1996.7527,1990.8217,44109.99
2023-01-02,1937.7894,1983.2786,1928.8102,1944.75,13984.65
2023-01-03,2018.139,2068.5506,1966.7525,2029.9609,42315.4
2023-01-04,1985.104,2031.1805,1977.3399,1981.2347,27661.94
2023-01-05,2025.2859,2046.0173,2003.6874,2044.6083,46946.19
2023-01-06,1958.7786,1975.7191,1941.0854,1974.7107,31414.13
2023-01-07,1899.8168,1921.6128,1873.147,1897.5499,29778.11
2023-01-08,1970.2239,2007.6045,1957.4332,1973.2045,43868.89
2023-01-09,1928.8915,1939.3624,1923.7507,1949.9829,28877.05
2023-01-10,1815.6875,1823.6472,1763.2888,1831.6709,31071.91
2023-01-11,1767.4298,1769.2814,1747.795,1754.8157,21276.31
2023-01-12,1748.1322,1769.0405,1713.2969,1753.152,45287.6
2023-01-13,1761.4584,1806.2979,1728.6513,1778.4972,43669.22
2023-01-14,1811.6493,1821.0062,1807.1369,1813.0244,43530.35
2023-01-15,1811.5186,1829.7253,1788.1121,1789.7437,25025.16
2023-01-16,1850.2656,1882.7966,1832.9605,1834.058,25420.87
2023-01-17,1868.3887,1883.3952,1856.1091,1845.9448,45306.86
2023-01-18,1871.3389,1898.3366,1868.0077,1860.3002,23165.24
2023-01-19,1909.8317,1912.9634,1880.6986,1905.0095,20109.17
2023-01-20,1897.9187,1919.1742,1888.892,1893.8965,29922.0
2023-01-21,1896.5466,1912.0698,1880.4468,1897.0947,47016.05
2023-01-22,1843.6122,1844.9368,1806.7422,1856.1444,47203.77
2023-01-23,1806.7907,1829.3277,1776.4052,1785.4751,42489.23
2023-01-24,1793.8712,1811.2974,1786.7892,1793.7476,11192.23
2023-01-25,1762.8722,1771.4427,1755.2263,1758.8651,28007.92
2023-01-26,1800.7094,1825.0254,1772.2666,1772.867,14492.55
2023-01-27,1880.5919,1892.6321,1879.2253,1868.2047,15249.7
2023-01-28,1896.8545,1939.3579,1857.3153,1910.0531,17073.54
2023-01-29,1857.1797,1903.7848,1810.8694,1866.4956,6696.54
2023-01-30,1856.9177,1906.5416,1843.8275,1831.7063,6578.92
2023-01-31,1875.5027,1929.84,1869.659,1876.2167,6438.94
2023-02-01,1852.9343,1870.3351,1833.2578,1823.7604,15338.85
2023-02-02,1866.9636,1871.762,1863.9091,1843.7589,28738.06
2023-02-03,1916.6837,1950.5221,1904.1554,1900.9851,47330.34
2023-02-04,1885.7082,1918.5682,1876.8471,1878.8927,9794.16
2023-02-05,1849.2281,1849.5006,1815.7525,1856.5925,23945.64
2023-02-06,1847.1417,1882.6781,1808.927,1847.2537,40051.42
2023-02-07,1788.8689,1831.2053,1737.7487,1765.6965,42543.03
2023-02-08,1745.396,1774.6522,1709.8238,1755.5726,12828.53
2023-02-09,1753.798,1760.5807,1727.8429,1766.8024,8394.94
2023-02-10,1841.1068,1888.8499,1809.7311,1857.4908,11387.4
2023-02-11,1933.888,1966.4975,1898.4452,1943.3456,18480.78
2023-02-12,1958.284,1992.0335,1955.9492,1953.1555,8798.26
2023-02-13,1984.8942,1992.9874,1966.6147,2007.2458,24177.41
2023-02-14,1991.4087,1997.0159,1962.4464,1971.7636,32200.65
2023-02-15,1982.0624,1999.784,1939.4175,1990.1321,32430.66
2023-02-16,1959.8051,1994.4837,1918.3908,1930.3754,8998.14
2023-02-17,1943.9181,1955.1876,1932.9676,1938.1193,41059.52
2023-02-18,1974.5343,2008.9927,1958.408,1963.5059,45794.64
2023-02-19,2008.5514,2051.3112,1990.0772,2015.7955,34237.99
2023-02-20,2012.4544,2034.3886,1945.8542,2001.4042,49998.52
2023-02-21,2039.4661,2056.6796,2013.3694,2039.9293,30397.02
2023-02-22,1996.5223,2006.7482,1953.1813,2013.028,32762.69
2023-02-23,1907.2923,1930.5414,1867.0765,1909.4294,16216.19
2023-02-24,1882.3854,1912.2527,1871.3931,1885.9021,34556.77
2023-02-25,1923.6276,1940.09,1898.6812,1920.3752,13322.4
2023-02-26,1887.071,1934.3912,1854.4406,1905.4478,6195.69
2023-02-27,1932.7849,1935.3576,1917.8774,1913.2385,46631.75
2023-02-28,1930.1438,1931.3189,1926.6727,1933.8224,29647.26
2023-03-01,1887.482,1914.135,1869.5905,1899.9935,12865.06
2023-03-02,1834.823,1843.3475,1783.6207,1809.0421,5257.45
2023-03-03,1865.4975,1894.5042,1856.7073,1883.6557,20721.97
2023-03-04,1881.1462,1917.1165,1827.1273,1896.1541,22264.47
2023-03-05,1880.5654,1888.9069,1857.452,1865.7069,33341.5
2023-03-06,1917.5754,1944.3581,1880.4032,1903.3202,29807.7
2023-03-07,1903.568,1906.3538,1862.3496,1901.2538,27385.15
2023-03-08,1947.2112,1996.727,1913.2881,1957.3615,9099.0
2023-03-09,1888.2749,1918.4694,1882.9594,1890.109,19447.43
2023-03-10,1833.8326,1876.3303,1827.8774,1814.2174,25260.02
2023-03-11,1756.5235,1775.0943,1741.3058,1762.7025,31082.31
2023-03-12,1738.3924,1763.1876,1712.4283,1731.5798,47774.86
2023-03-13,1782.693,1806.2323,1761.9968,1764.1076,32401.51
2023-03-14,1750.1134,1760.7262,1737.6906,1764.3822,9695.73
2023-03-15,1755.8405,1760.8581,1744.7739,1764.9528,33819.7
2023-03-16,1693.9127,1737.6881,1676.0939,1669.6975,20997.23
2023-03-17,1680.2275,1701.9297,1653.17,1688.2104,13485.5
2023-03-18,1710.9042,1731.5266,1694.9095,1717.873,22326.18
2023-03-19,1676.2497,1695.8689,1652.5777,1690.351,25194.77
2023-03-20,1632.5683,1664.9497,1602.0765,1646.5749,6610.89
2023-03-21,1544.7053,1557.9701,1512.5435,1560.3961,5184.21
2023-03-22,1593.9473,1629.0115,1592.6204,1602.7369,19235.83
2023-03-23,1539.3299,1560.1448,1521.99,1549.8837,24630.12
2023-03-24,1570.6415,1595.2346,1549.719,1567.5068,24021.87
2023-03-25,1489.0099,1504.3455,1475.1467,1500.7268,20175.76
2023-03-26,1485.9917,1489.0954,1462.9765,1485.9455,31825.81
2023-03-27,1544.8515,1562.5002,1528.9263,1536.8532,32733.97
2023-03-28,1532.3718,1537.6679,1505.2761,1544.2949,45652.25
2023-03-29,1485.4076,1486.6201,1454.1646,1475.4045,18844.57
2023-03-30,1542.2801,1552.8253,1532.5033,1542.2603,43497.68
2023-03-31,1473.8932,1502.9296,1444.4869,1473.264,6741.63
2023-04-01,1446.58,1449.8464,1445.1717,1455.7617,8964.74
2023-04-02,1445.6215,1471.9314,1432.8175,1442.6855,27723.79
2023-04-03,1435.9225,1453.3447,1422.9005,1424.082,27614.12
2023-04-04,1415.012,1416.5039,1390.4097,1412.2467,6277.69
2023-04-05,1433.9911,1444.1314,1418.6058,1447.9547,17796.57
2023-04-06,1413.1427,1427.2219,1391.1361,1424.8425,27856.2
2023-04-07,1373.0814,1379.7116,1349.8618,1364.6757,47835.09
2023-04-08,1368.0205,1391.482,1341.3383,1368.3323,26237.66
2023-04-09,1413.9464,1431.9623,1412.5522,1406.3194,38134.36
2023-04-10,1436.1549,1444.1509,1404.0745,1425.1498,23907.59
2023-04-11,1414.6678,1416.3344,1390.1475,1416.7026,47884.12
2023-04-12,1438.8138,1451.7255,1429.1887,1445.6576,27868.23
2023-04-13,1328.1403,1356.1832,1322.4893,1318.4336,36925.43
