timestamp,open,high,low,close,volume
2025-04-03,1795.21,1845.26,1750.0,1817.23,508075.018
2025-04-04,1817.23,1835.68,1758.72,1816.87,572734.4702
2025-04-05,1816.88,1827.29,1764.39,1806.01,201716.2696
2025-04-06,1806.02,1817.0,1537.5,1580.76,979847.0958
2025-04-07,1580.77,1639.0,1411.01,1553.04,2168796.0067
2025-04-08,1553.04,1618.67,1441.3,1473.41,891846.1327
2025-04-09,1473.41,1689.0,1385.05,1669.51,1968530.9138
2025-04-10,1669.51,1669.85,1471.02,1522.25,911855.3934
2025-04-11,1522.24,1591.47,1504.63,1566.85,578484.3183
2025-04-12,1566.85,1669.59,1546.06,1644.18,501867.9033
2025-04-13,1644.19,1649.75,1562.01,1597.76,580136.6145
2025-04-14,1597.76,1691.5,1595.56,1623.77,645930.1419
2025-04-15,1623.78,1661.21,1583.12,1588.78,476178.8915
2025-04-16,1588.77,1613.66,1538.07,1577.14,611387.8686
2025-04-17,1577.15,1616.96,1563.2,1583.62,449870.3628
2025-04-18,1583.63,1600.64,1573.54,1588.6,200409.0359
2025-04-19,1588.6,1631.81,1585.01,1613.27,223096.3899
2025-04-20,1613.26,1619.19,1565.59,1587.36,276052.2306
2025-04-21,1587.36,1658.75,1564.07,1579.57,691486.6667
2025-04-22,1579.57,1778.0,1537.26,1756.26,1103036.9586
2025-04-23,1756.25,1834.86,1744.95,1795.07,887545.6316
2025-04-24,1795.08,1802.82,1722.9,1769.65,483465.0385
2025-04-25,1769.64,1827.32,1738.6,1784.6,595610.8894
2025-04-26,1784.6,1841.16,1778.94,1820.88,355068.0442
2025-04-27,1820.87,1857.47,1781.9,1791.29,340332.6435
2025-04-28,1791.29,1827.98,1744.71,1799.88,587269.743
2025-04-29,1799.88,1842.99,1780.47,1797.81,480456.3884
2025-04-30,1797.81,1816.8,1731.7,1793.61,473523.9877
2025-05-01,1793.62,1873.17,1792.52,1838.11,537198.7291
2025-05-02,1838.1,1871.0,1813.0,1842.2,410667.875
2025-05-03,1842.2,1848.6,1810.0,1833.52,213751.5979
2025-05-04,1833.52,1849.95,1803.0,1808.86,238254.3564
2025-05-05,1808.86,1833.55,1781.85,1820.19,342341.0078
2025-05-06,1820.19,1820.9,1752.0,1817.0,384584.2451
2025-05-07,1817.0,1850.0,1787.01,1811.11,456170.0705
2025-05-08,1811.11,2226.0,1808.71,2207.39,1473152.686
2025-05-09,2207.39,2490.77,2184.33,2345.04,1667041.0382
2025-05-10,2345.04,2600.0,2317.0,2583.23,979350.1606
2025-05-11,2583.22,2608.13,2435.51,2514.57,831584.3888
2025-05-12,2514.58,2624.0,2406.63,2495.47,1068680.9433
2025-05-13,2495.48,2738.5,2415.3,2679.71,1031355.6465
2025-05-14,2679.71,2725.99,2547.26,2609.74,830047.1122
2025-05-15,2609.75,2647.03,2476.03,2548.69,768954.0332
