Date,Open,High,Low,Close,Volume
2020-01-01,10000.0,10187.51,9678.49,10000.0,9227323
2020-01-02,10000.0,10253.4,10042.97,10099.34,3332214
2020-01-03,10099.34,10278.42,10015.34,10071.42,3250397
2020-01-04,10071.42,10331.11,10189.65,10201.88,9843026
2020-01-05,10201.88,10570.95,10332.94,10512.63,9333648
2020-01-06,10512.63,10533.51,10321.53,10463.4,4529801
2020-01-07,10463.4,10498.99,10039.38,10414.4,7284851
2020-01-08,10414.4,11009.54,10651.95,10743.34,2195885
2020-01-09,10743.34,11392.28,10804.31,10908.23,8386133
2020-01-10,10908.23,10915.05,10588.14,10805.81,9197590
2020-01-11,10805.81,10959.71,10771.13,10923.07,5363089
2020-01-12,10923.07,11158.84,10701.44,10821.83,9657768
2020-01-13,10821.83,10895.19,10544.68,10721.03,1578526
2020-01-14,10721.03,11014.44,10652.18,10772.91,1837393
2020-01-15,10772.91,10488.24,10162.77,10360.68,1814422
2020-01-16,10360.68,10209.89,9809.77,10003.25,3263429
2020-01-17,10003.25,10372.98,9727.54,9890.76,6153435
2020-01-18,9890.76,9858.46,9637.5,9690.4,4702418
2020-01-19,9690.4,9902.95,9542.7,9751.31,7428099
2020-01-20,9751.31,9610.53,9523.94,9574.22,1960652
2020-01-21,9574.22,9339.81,8954.04,9303.78,7985945
2020-01-22,9303.78,9804.25,9435.14,9576.5,3141912
2020-01-23,9576.5,9554.4,9433.69,9533.26,6170080
2020-01-24,9533.26,9702.01,9420.46,9546.14,2404355
2020-01-25,9546.14,9347.16,9078.36,9274.12,3464722
2020-01-26,9274.12,9367.34,9172.5,9173.15,2722907
2020-01-27,9173.15,9371.85,9180.07,9193.5,7882799
2020-01-28,9193.5,9181.57,8882.97,8981.86,7759291
2020-01-29,8981.86,9270.29,8997.52,9049.35,6532388
2020-01-30,9049.35,8999.19,8882.22,8940.65,5537871
2020-01-31,8940.65,8941.9,8722.49,8888.49,1118581
2020-02-01,8888.49,8838.67,8733.57,8781.52,9727148
2020-02-02,8781.52,9173.34,8984.28,9106.84,4110691
2020-02-03,9106.84,9134.32,8946.02,9104.38,2294315
2020-02-04,9104.38,9112.38,8887.13,8911.78,5510784
2020-02-05,8911.78,9119.97,8998.86,9058.39,3570466
2020-02-06,9058.39,8943.82,8660.1,8837.21,4287093
2020-02-07,8837.21,8965.92,8564.63,8874.13,3338377
2020-02-08,8874.13,8546.62,8487.34,8526.32,3908056
2020-02-09,8526.32,8464.89,8157.22,8299.83,6934261
2020-02-10,8299.83,8531.71,8180.19,8332.51,8563493
2020-02-11,8332.51,8615.97,8410.08,8455.57,7990607
2020-02-12,8455.57,8750.15,8464.06,8484.55,8133131
2020-02-13,8484.55,8726.93,8351.02,8464.93,9811940
2020-02-14,8464.93,8513.54,8248.9,8413.95,3607622
2020-02-15,8413.95,8286.36,7962.8,8165.15,6813775
2020-02-16,8165.15,8283.8,7744.63,8047.6,7472652
2020-02-17,8047.6,8098.85,7866.58,7973.46,5142535
2020-02-18,7973.46,8252.27,8065.2,8142.03,5371047
2020-02-19,8142.03,8263.17,8181.06,8197.99,6801038
2020-02-20,8197.99,8168.84,7881.62,7908.92,1762371
2020-02-21,7908.92,8030.67,7874.68,7960.18,6954075
2020-02-22,7960.18,7907.03,7792.9,7898.88,3235883
2020-02-23,7898.88,7890.07,7662.14,7791.94,1308617
2020-02-24,7791.94,7926.98,7707.88,7887.26,6087692
2020-02-25,7887.26,8201.14,7969.68,8049.9,7214638
2020-02-26,8049.9,8386.81,8127.94,8199.83,6439296
2020-02-27,8199.83,8228.56,7959.25,8062.2,7193367
2020-02-28,8062.2,8050.29,7964.1,8012.34,9741022
2020-02-29,8012.34,8346.91,8013.83,8065.43,4948401
2020-03-01,8065.43,8247.75,8043.69,8222.79,4877809
2020-03-02,8222.79,8169.37,7975.31,8143.99,3592316
